assay_chembl_id	cell_name	cell_description	cell_source_organism	cell_source_tissue
CHEMBL3430544	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430545	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430546	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430547	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430548	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430549	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430550	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430551	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430552	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430553	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430554	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430555	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430556	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430557	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430558	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430559	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430560	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430561	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430562	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430563	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430564	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430565	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430566	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430567	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430571	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3430574	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3430575	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3430577	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3430579	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3430586	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3430588	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3430589	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3430590	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3430591	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3430592	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3430593	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3430596	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3430597	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3430598	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3430602	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3430604	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3430606	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3430608	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3430615	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3430617	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3430618	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3430619	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3430620	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3430621	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3430622	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3430624	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3430625	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3430626	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3430627	NULL	NULL	NULL	NULL
CHEMBL3430628	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3430629	NULL	NULL	NULL	NULL
CHEMBL3430630	NULL	NULL	NULL	NULL
CHEMBL3430631	NULL	NULL	NULL	NULL
CHEMBL3430632	NULL	NULL	NULL	NULL
CHEMBL3430633	NULL	NULL	NULL	NULL
CHEMBL3430634	NULL	NULL	NULL	NULL
CHEMBL3430635	NULL	NULL	NULL	NULL
CHEMBL3430636	NULL	NULL	NULL	NULL
CHEMBL3430637	NULL	NULL	NULL	NULL
CHEMBL3430638	NULL	NULL	NULL	NULL
CHEMBL3430639	NULL	NULL	NULL	NULL
CHEMBL3430640	NULL	NULL	NULL	NULL
CHEMBL3430641	NULL	NULL	NULL	NULL
CHEMBL3430642	NULL	NULL	NULL	NULL
CHEMBL3430643	NULL	NULL	NULL	NULL
CHEMBL3430644	NULL	NULL	NULL	NULL
CHEMBL3430645	NULL	NULL	NULL	NULL
CHEMBL3430646	NULL	NULL	NULL	NULL
CHEMBL3430647	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3430648	NULL	NULL	NULL	NULL
CHEMBL3430649	NULL	NULL	NULL	NULL
CHEMBL3430650	NULL	NULL	NULL	NULL
CHEMBL3430651	NULL	NULL	NULL	NULL
CHEMBL3430652	NULL	NULL	NULL	NULL
CHEMBL3430653	NULL	NULL	NULL	NULL
CHEMBL3430654	NULL	NULL	NULL	NULL
CHEMBL3430655	NULL	NULL	NULL	NULL
CHEMBL3430656	NULL	NULL	NULL	NULL
CHEMBL3430657	NULL	NULL	NULL	NULL
CHEMBL3430689	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430690	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430691	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430692	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430693	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430694	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430695	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430696	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430697	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430698	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430699	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430700	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430701	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430702	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430703	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430704	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430705	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430706	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430707	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430708	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430709	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430710	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430711	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430712	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430713	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430714	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430715	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430716	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430717	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430718	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430719	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430720	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430721	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430722	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430723	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430724	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430725	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430726	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430727	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430728	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430729	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430730	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430731	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430732	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430733	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430734	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430735	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430736	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430737	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430738	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430739	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430740	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430741	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430742	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430743	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430744	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430745	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430746	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430747	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430748	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430749	NULL	NULL	NULL	NULL
CHEMBL3430750	NULL	NULL	NULL	NULL
CHEMBL3430322	NULL	NULL	NULL	NULL
CHEMBL3430323	NULL	NULL	NULL	NULL
CHEMBL3430324	NULL	NULL	NULL	NULL
CHEMBL3430325	NULL	NULL	NULL	NULL
CHEMBL3430326	NULL	NULL	NULL	NULL
CHEMBL3430327	NULL	NULL	NULL	NULL
CHEMBL3430328	NULL	NULL	NULL	NULL
CHEMBL3430329	NULL	NULL	NULL	NULL
CHEMBL3430330	NULL	NULL	NULL	NULL
CHEMBL3430331	NULL	NULL	NULL	NULL
CHEMBL3430332	NULL	NULL	NULL	NULL
CHEMBL3430333	NULL	NULL	NULL	NULL
CHEMBL3430334	NULL	NULL	NULL	NULL
CHEMBL3430335	NULL	NULL	NULL	NULL
CHEMBL3430336	NULL	NULL	NULL	NULL
CHEMBL3430337	NULL	NULL	NULL	NULL
CHEMBL3430338	NULL	NULL	NULL	NULL
CHEMBL3430339	NULL	NULL	NULL	NULL
CHEMBL3430340	NULL	NULL	NULL	NULL
CHEMBL3430341	NULL	NULL	NULL	NULL
CHEMBL3430342	NULL	NULL	NULL	NULL
CHEMBL3430343	NULL	NULL	NULL	NULL
CHEMBL3430344	NULL	NULL	NULL	NULL
CHEMBL3430345	NULL	NULL	NULL	NULL
CHEMBL3430346	NULL	NULL	NULL	NULL
CHEMBL3430347	NULL	NULL	NULL	NULL
CHEMBL3430348	NULL	NULL	NULL	NULL
CHEMBL3430349	NULL	NULL	NULL	NULL
CHEMBL3430350	NULL	NULL	NULL	NULL
CHEMBL3430351	NULL	NULL	NULL	NULL
CHEMBL3430352	NULL	NULL	NULL	NULL
CHEMBL3430353	NULL	NULL	NULL	NULL
CHEMBL3430354	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430355	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430356	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430357	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430358	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430359	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430360	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430361	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430362	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430363	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430364	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430365	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430366	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430367	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430368	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430369	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430370	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430371	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430372	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430373	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430374	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430375	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430376	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430377	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430378	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430379	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430380	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430381	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3430382	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3436217	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436218	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436219	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436220	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436221	Oocyte	Ooctyes	Xenopus laevis	NULL
CHEMBL3436222	Oocyte	Ooctyes	Xenopus laevis	NULL
CHEMBL3436223	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436224	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436225	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436226	Oocyte	Ooctyes	Xenopus laevis	NULL
CHEMBL3436227	Oocyte	Ooctyes	Xenopus laevis	NULL
CHEMBL3436213	Oocyte	Ooctyes	Xenopus laevis	NULL
CHEMBL3436214	Oocyte	Ooctyes	Xenopus laevis	NULL
CHEMBL3436215	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436216	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436050	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436051	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3436052	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436053	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436054	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436055	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436056	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436057	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436058	Oocyte	Ooctyes	Xenopus laevis	NULL
CHEMBL3436059	Oocyte	Ooctyes	Xenopus laevis	NULL
CHEMBL3436060	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436061	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436062	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436063	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436064	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436065	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3436066	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436067	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436068	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436069	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436070	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436071	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436072	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436073	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436074	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3436075	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436076	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3436077	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436078	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436079	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436080	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3436081	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436082	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436083	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436084	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3436085	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436086	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436087	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3436088	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3436089	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436090	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3436091	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436092	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436093	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3436094	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436095	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436096	Oocyte	Ooctyes	Xenopus laevis	NULL
CHEMBL3436097	Oocyte	Ooctyes	Xenopus laevis	NULL
CHEMBL3436098	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3436099	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3436100	Oocyte	Ooctyes	Xenopus laevis	NULL
CHEMBL3436101	Oocyte	Ooctyes	Xenopus laevis	NULL
CHEMBL3436102	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3436103	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436104	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3436105	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3436106	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436107	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436108	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436109	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3436110	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3436111	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436112	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436113	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436114	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436115	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436116	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436117	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436118	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3436119	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3436120	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436121	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436122	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436123	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3436124	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436125	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436126	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3436127	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436128	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436129	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436130	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3436131	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436132	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3436133	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3436134	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436135	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3436136	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436137	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436138	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436139	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436140	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3436141	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436142	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3436143	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3436144	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436145	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL3436146	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436147	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436148	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436149	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL3436150	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436151	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436152	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436153	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
CHEMBL3436154	Ventricular myocyte	Regular ventricular cardiac myocyte	NULL	NULL
