assay_chembl_id	cell_name	cell_description	cell_source_organism	cell_source_tissue
CHEMBL4322077	NULL	NULL	NULL	NULL
CHEMBL4322262	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4322944	NULL	NULL	NULL	NULL
CHEMBL4322978	NULL	NULL	NULL	NULL
CHEMBL4322979	NULL	NULL	NULL	NULL
CHEMBL4323804	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4323948	NULL	NULL	NULL	NULL
CHEMBL4324297	NULL	NULL	NULL	NULL
CHEMBL4324787	NULL	NULL	NULL	NULL
CHEMBL4325470	NULL	NULL	NULL	NULL
CHEMBL4325511	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4325661	NULL	NULL	NULL	NULL
CHEMBL4326143	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4326442	NULL	NULL	NULL	NULL
CHEMBL4329549	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4329550	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4329551	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4329552	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4329553	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4329554	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4329555	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4329577	NULL	NULL	NULL	NULL
CHEMBL4329737	NULL	NULL	NULL	NULL
CHEMBL4329738	NULL	NULL	NULL	NULL
CHEMBL4329869	NULL	NULL	NULL	NULL
CHEMBL4329870	NULL	NULL	NULL	NULL
CHEMBL4329871	NULL	NULL	NULL	NULL
CHEMBL4331541	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4331542	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4331643	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4331781	NULL	NULL	NULL	NULL
CHEMBL4331782	NULL	NULL	NULL	NULL
CHEMBL4331793	NULL	NULL	NULL	NULL
CHEMBL4331794	NULL	NULL	NULL	NULL
CHEMBL4331822	NULL	NULL	NULL	NULL
CHEMBL4332023	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4332123	NULL	NULL	NULL	NULL
CHEMBL4332175	NULL	NULL	NULL	NULL
CHEMBL4332217	NULL	NULL	NULL	NULL
CHEMBL4332944	NULL	NULL	NULL	NULL
CHEMBL4333772	NULL	NULL	NULL	NULL
CHEMBL4333871	NULL	NULL	NULL	NULL
CHEMBL4338991	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4339001	NULL	NULL	NULL	NULL
CHEMBL4339061	NULL	NULL	NULL	NULL
CHEMBL4339665	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4339703	NULL	NULL	NULL	NULL
CHEMBL4339725	NULL	NULL	NULL	NULL
CHEMBL4339726	NULL	NULL	NULL	NULL
CHEMBL4339821	NULL	NULL	NULL	NULL
CHEMBL4340219	NULL	NULL	NULL	NULL
CHEMBL4340978	NULL	NULL	NULL	NULL
CHEMBL4341371	NULL	NULL	NULL	NULL
CHEMBL4341372	NULL	NULL	NULL	NULL
CHEMBL4341373	NULL	NULL	NULL	NULL
CHEMBL4341378	NULL	NULL	NULL	NULL
CHEMBL4341639	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4341641	NULL	NULL	NULL	NULL
CHEMBL4341892	NULL	NULL	NULL	NULL
CHEMBL4342657	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4342989	NULL	NULL	NULL	NULL
CHEMBL4343474	NULL	NULL	NULL	NULL
CHEMBL4344564	NULL	NULL	NULL	NULL
CHEMBL4344576	NULL	NULL	NULL	NULL
CHEMBL4345249	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4345274	NULL	NULL	NULL	NULL
CHEMBL4349819	NULL	NULL	NULL	NULL
CHEMBL4349959	NULL	NULL	NULL	NULL
CHEMBL4351263	NULL	NULL	NULL	NULL
CHEMBL4351264	NULL	NULL	NULL	NULL
CHEMBL4351290	NULL	NULL	NULL	NULL
CHEMBL4351293	NULL	NULL	NULL	NULL
CHEMBL4351578	NULL	NULL	NULL	NULL
CHEMBL4351579	NULL	NULL	NULL	NULL
CHEMBL4352779	NULL	NULL	NULL	NULL
CHEMBL4354033	NULL	NULL	NULL	NULL
CHEMBL4354044	NULL	NULL	NULL	NULL
CHEMBL4354224	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4355247	NULL	NULL	NULL	NULL
CHEMBL4355701	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4355799	NULL	NULL	NULL	NULL
CHEMBL4355800	NULL	NULL	NULL	NULL
CHEMBL4355801	NULL	NULL	NULL	NULL
CHEMBL4355821	NULL	NULL	NULL	NULL
CHEMBL4355822	NULL	NULL	NULL	NULL
CHEMBL4355823	NULL	NULL	NULL	NULL
CHEMBL4355824	NULL	NULL	NULL	NULL
CHEMBL4356202	NULL	NULL	NULL	NULL
CHEMBL4356240	NULL	NULL	NULL	NULL
CHEMBL4356657	NULL	NULL	NULL	NULL
CHEMBL4356659	NULL	NULL	NULL	NULL
CHEMBL4357092	NULL	NULL	NULL	NULL
CHEMBL4357703	NULL	NULL	NULL	NULL
CHEMBL4358500	NULL	NULL	NULL	NULL
CHEMBL4358535	NULL	NULL	NULL	NULL
CHEMBL4358540	NULL	NULL	NULL	NULL
CHEMBL4358541	NULL	NULL	NULL	NULL
CHEMBL4358542	NULL	NULL	NULL	NULL
CHEMBL4358985	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4359448	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4359465	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4360329	NULL	NULL	NULL	NULL
CHEMBL4360358	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4360771	NULL	NULL	NULL	NULL
CHEMBL4362471	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4364034	NULL	NULL	NULL	NULL
CHEMBL4364983	NULL	NULL	NULL	NULL
CHEMBL4365035	NULL	NULL	NULL	NULL
CHEMBL4365036	NULL	NULL	NULL	NULL
CHEMBL4366089	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4366133	NULL	NULL	NULL	NULL
CHEMBL4367272	NULL	NULL	NULL	NULL
CHEMBL4367395	NULL	NULL	NULL	NULL
CHEMBL4367399	NULL	NULL	NULL	NULL
CHEMBL4367691	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4367692	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4369880	NULL	NULL	NULL	NULL
CHEMBL4369981	NULL	NULL	NULL	NULL
CHEMBL4370144	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4370169	NULL	NULL	NULL	NULL
CHEMBL4370260	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4370359	NULL	NULL	NULL	NULL
CHEMBL4370899	NULL	NULL	NULL	NULL
CHEMBL4370906	NULL	NULL	NULL	NULL
CHEMBL4370907	NULL	NULL	NULL	NULL
CHEMBL4371269	NULL	NULL	NULL	NULL
CHEMBL4372228	NULL	NULL	NULL	NULL
CHEMBL4372271	NULL	NULL	NULL	NULL
CHEMBL4372348	NULL	NULL	NULL	NULL
CHEMBL4372490	NULL	NULL	NULL	NULL
CHEMBL4373005	NULL	NULL	NULL	NULL
CHEMBL4373010	NULL	NULL	NULL	NULL
CHEMBL4373011	NULL	NULL	NULL	NULL
CHEMBL4373076	NULL	NULL	NULL	NULL
CHEMBL4373077	NULL	NULL	NULL	NULL
CHEMBL4373138	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4373139	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4373140	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4373191	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4373220	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4373387	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4374649	NULL	NULL	NULL	NULL
CHEMBL4374650	NULL	NULL	NULL	NULL
CHEMBL4375018	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4375019	NULL	NULL	NULL	NULL
CHEMBL4375127	NULL	NULL	NULL	NULL
CHEMBL4375128	NULL	NULL	NULL	NULL
CHEMBL4375191	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4375199	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4375410	CHO-K1	CHO-K1 (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4376105	NULL	NULL	NULL	NULL
CHEMBL4377385	NULL	NULL	NULL	NULL
CHEMBL4377416	NULL	NULL	NULL	NULL
CHEMBL4378053	NULL	NULL	NULL	NULL
CHEMBL4378054	NULL	NULL	NULL	NULL
CHEMBL4378163	NULL	NULL	NULL	NULL
CHEMBL4378164	NULL	NULL	NULL	NULL
CHEMBL4378165	NULL	NULL	NULL	NULL
CHEMBL4378214	NULL	NULL	NULL	NULL
CHEMBL4378223	NULL	NULL	NULL	NULL
CHEMBL4378224	NULL	NULL	NULL	NULL
CHEMBL4378225	NULL	NULL	NULL	NULL
CHEMBL4378227	NULL	NULL	NULL	NULL
CHEMBL4380541	NULL	NULL	NULL	NULL
CHEMBL4380720	NULL	NULL	NULL	NULL
CHEMBL4380954	NULL	NULL	NULL	NULL
CHEMBL4381375	NULL	NULL	NULL	NULL
CHEMBL4381397	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4381398	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4381399	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4381400	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4381401	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4381402	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4383075	NULL	NULL	NULL	NULL
CHEMBL4383328	NULL	NULL	NULL	NULL
CHEMBL4383351	NULL	NULL	NULL	NULL
CHEMBL4383595	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4383858	NULL	NULL	NULL	NULL
CHEMBL4384705	CHO-K1	CHO-K1 (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4384746	NULL	NULL	NULL	NULL
CHEMBL4384747	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4385124	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4385345	NULL	NULL	NULL	NULL
CHEMBL4385381	NULL	NULL	NULL	NULL
CHEMBL4385389	NULL	NULL	NULL	NULL
CHEMBL4385391	NULL	NULL	NULL	NULL
CHEMBL4385794	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4386308	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4386458	NULL	NULL	NULL	NULL
CHEMBL4388180	NULL	NULL	NULL	NULL
CHEMBL4388195	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4388216	NULL	NULL	NULL	NULL
CHEMBL4388237	NULL	NULL	NULL	NULL
CHEMBL4388920	NULL	NULL	NULL	NULL
CHEMBL4388921	NULL	NULL	NULL	NULL
CHEMBL4390915	NULL	NULL	NULL	NULL
CHEMBL4391984	NULL	NULL	NULL	NULL
CHEMBL4392036	NULL	NULL	NULL	NULL
CHEMBL4392494	NULL	NULL	NULL	NULL
CHEMBL4392583	NULL	NULL	NULL	NULL
CHEMBL4392943	NULL	NULL	NULL	NULL
CHEMBL4392959	NULL	NULL	NULL	NULL
CHEMBL4392960	NULL	NULL	NULL	NULL
CHEMBL4392961	NULL	NULL	NULL	NULL
CHEMBL4392962	NULL	NULL	NULL	NULL
CHEMBL4393244	NULL	NULL	NULL	NULL
CHEMBL4393834	NULL	NULL	NULL	NULL
CHEMBL4393835	NULL	NULL	NULL	NULL
CHEMBL4393837	NULL	NULL	NULL	NULL
CHEMBL4393839	NULL	NULL	NULL	NULL
CHEMBL4394243	NULL	NULL	NULL	NULL
CHEMBL4394729	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4394767	NULL	NULL	NULL	NULL
CHEMBL4394868	NULL	NULL	NULL	NULL
CHEMBL4394871	NULL	NULL	NULL	NULL
CHEMBL4395516	NULL	NULL	NULL	NULL
CHEMBL4395520	NULL	NULL	NULL	NULL
CHEMBL4395863	NULL	NULL	NULL	NULL
CHEMBL4396130	NULL	NULL	NULL	NULL
CHEMBL4396291	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4396475	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4396476	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4396793	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4397249	NULL	NULL	NULL	NULL
CHEMBL4397934	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4399583	NULL	NULL	NULL	NULL
CHEMBL4400294	NULL	NULL	NULL	NULL
CHEMBL4401550	NULL	NULL	NULL	NULL
CHEMBL4401938	NULL	NULL	NULL	NULL
CHEMBL4402251	NULL	NULL	NULL	NULL
CHEMBL4402270	NULL	NULL	NULL	NULL
CHEMBL4402272	NULL	NULL	NULL	NULL
CHEMBL4402273	NULL	NULL	NULL	NULL
CHEMBL4403243	NULL	NULL	NULL	NULL
CHEMBL4403846	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4403945	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4404697	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4404882	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4405100	NULL	NULL	NULL	NULL
CHEMBL4405759	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4405959	NULL	NULL	NULL	NULL
CHEMBL4406249	NULL	NULL	NULL	NULL
CHEMBL4406698	NULL	NULL	NULL	NULL
CHEMBL4406769	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4406929	NULL	NULL	NULL	NULL
CHEMBL4407146	NULL	NULL	NULL	NULL
CHEMBL4407343	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4407435	NULL	NULL	NULL	NULL
CHEMBL4409081	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4410390	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4410497	NULL	NULL	NULL	NULL
CHEMBL4410909	NULL	NULL	NULL	NULL
CHEMBL4410921	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4410994	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4410995	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4412447	NULL	NULL	NULL	NULL
CHEMBL4412518	NULL	NULL	NULL	NULL
CHEMBL4413347	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4413488	NULL	NULL	NULL	NULL
CHEMBL4413489	NULL	NULL	NULL	NULL
CHEMBL4413490	NULL	NULL	NULL	NULL
CHEMBL4413744	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4413821	NULL	NULL	NULL	NULL
CHEMBL4413880	NULL	NULL	NULL	NULL
CHEMBL4414026	NULL	NULL	NULL	NULL
CHEMBL4414110	NULL	NULL	NULL	NULL
CHEMBL4414124	NULL	NULL	NULL	NULL
CHEMBL4414323	NULL	NULL	NULL	NULL
CHEMBL4414831	NULL	NULL	NULL	NULL
CHEMBL4414860	NULL	NULL	NULL	NULL
CHEMBL4415570	NULL	NULL	NULL	NULL
CHEMBL4415858	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4415876	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4416173	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4416185	NULL	NULL	NULL	NULL
CHEMBL4416190	NULL	NULL	NULL	NULL
CHEMBL4416532	NULL	NULL	NULL	NULL
CHEMBL4416533	NULL	NULL	NULL	NULL
CHEMBL4416534	NULL	NULL	NULL	NULL
CHEMBL4416704	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4416893	NULL	NULL	NULL	NULL
CHEMBL4418047	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4421204	NULL	NULL	NULL	NULL
CHEMBL4421243	NULL	NULL	NULL	NULL
CHEMBL4424241	NULL	NULL	NULL	NULL
CHEMBL4424245	NULL	NULL	NULL	NULL
CHEMBL4424285	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4424286	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4424287	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4424288	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4424856	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4426267	NULL	NULL	NULL	NULL
CHEMBL4426368	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4426446	NULL	NULL	NULL	NULL
CHEMBL4427201	NULL	NULL	NULL	NULL
CHEMBL4427261	NULL	NULL	NULL	NULL
CHEMBL4427468	NULL	NULL	NULL	NULL
CHEMBL4427471	NULL	NULL	NULL	NULL
CHEMBL4427519	NULL	NULL	NULL	NULL
CHEMBL4427523	NULL	NULL	NULL	NULL
CHEMBL4427524	NULL	NULL	NULL	NULL
CHEMBL4427621	NULL	NULL	NULL	NULL
CHEMBL4427809	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4427858	NULL	NULL	NULL	NULL
CHEMBL4428776	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4428884	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4428885	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4428917	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4428920	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4428924	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4429410	NULL	NULL	NULL	NULL
CHEMBL4429473	NULL	NULL	NULL	NULL
CHEMBL4429529	CHO-K1	CHO-K1 (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4429890	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4430051	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4430311	CHO-K1	CHO-K1 (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4431053	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4431079	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4431080	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4431081	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4431163	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4431164	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4431166	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4431168	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4431791	NULL	NULL	NULL	NULL
CHEMBL4432005	NULL	NULL	NULL	NULL
CHEMBL4432076	NULL	NULL	NULL	NULL
CHEMBL4432123	NULL	NULL	NULL	NULL
CHEMBL4432469	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4432866	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4433046	NULL	NULL	NULL	NULL
CHEMBL4433272	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4433274	NULL	NULL	NULL	NULL
CHEMBL4433285	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4433750	NULL	NULL	NULL	NULL
CHEMBL4433754	NULL	NULL	NULL	NULL
CHEMBL4434339	NULL	NULL	NULL	NULL
CHEMBL4478172	NULL	NULL	NULL	NULL
CHEMBL4478365	NULL	NULL	NULL	NULL
CHEMBL4478499	NULL	NULL	NULL	NULL
CHEMBL4478742	NULL	NULL	NULL	NULL
CHEMBL4478769	NULL	NULL	NULL	NULL
CHEMBL4479655	NULL	NULL	NULL	NULL
CHEMBL4480013	NULL	NULL	NULL	NULL
CHEMBL4480014	NULL	NULL	NULL	NULL
CHEMBL4481135	NULL	NULL	NULL	NULL
CHEMBL4481269	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4481431	NULL	NULL	NULL	NULL
CHEMBL4481698	NULL	NULL	NULL	NULL
CHEMBL4481699	NULL	NULL	NULL	NULL
CHEMBL4481700	NULL	NULL	NULL	NULL
CHEMBL4481758	NULL	NULL	NULL	NULL
CHEMBL4603258	NULL	NULL	NULL	NULL
CHEMBL4603260	NULL	NULL	NULL	NULL
CHEMBL4603261	NULL	NULL	NULL	NULL
CHEMBL4604692	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4604972	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4605025	NULL	NULL	NULL	NULL
CHEMBL4605419	NULL	NULL	NULL	NULL
CHEMBL4605420	NULL	NULL	NULL	NULL
CHEMBL4605421	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4605422	NULL	NULL	NULL	NULL
CHEMBL4605568	NULL	NULL	NULL	NULL
CHEMBL4605642	NULL	NULL	NULL	NULL
CHEMBL4605649	NULL	NULL	NULL	NULL
CHEMBL4605767	NULL	NULL	NULL	NULL
CHEMBL4605858	CHO	CHO (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4605859	NULL	NULL	NULL	NULL
CHEMBL4605958	NULL	NULL	NULL	NULL
CHEMBL4606240	NULL	NULL	NULL	NULL
CHEMBL4606283	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4606315	NULL	NULL	NULL	NULL
CHEMBL4606403	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4606454	NULL	NULL	NULL	NULL
CHEMBL4606516	CHO-K1	CHO-K1 (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4610754	NULL	NULL	NULL	NULL
CHEMBL4610755	NULL	NULL	NULL	NULL
CHEMBL4610765	NULL	NULL	NULL	NULL
CHEMBL4610870	NULL	NULL	NULL	NULL
CHEMBL4611392	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4611400	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4611417	NULL	NULL	NULL	NULL
CHEMBL4611435	NULL	NULL	NULL	NULL
CHEMBL4612554	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4612636	NULL	NULL	NULL	NULL
CHEMBL4612722	HEK293	HEK293 (Embryonic kidney fibroblasts)	Homo sapiens	Embryonic kidney fibroblasts
CHEMBL4612985	NULL	NULL	NULL	NULL
CHEMBL4613091	NULL	NULL	NULL	NULL
CHEMBL4613092	NULL	NULL	NULL	NULL
CHEMBL4613179	NULL	NULL	NULL	NULL
CHEMBL4614017	NULL	NULL	NULL	NULL
CHEMBL4614748	NULL	NULL	NULL	NULL
CHEMBL4615095	NULL	NULL	NULL	NULL
CHEMBL4615832	NULL	NULL	NULL	NULL
CHEMBL4615929	CHO-K1	CHO-K1 (Ovarian cells)	Cricetulus griseus	Ovarian cells
CHEMBL4616407	NULL	NULL	NULL	NULL
CHEMBL4616470	NULL	NULL	NULL	NULL
CHEMBL4616477	NULL	NULL	NULL	NULL
CHEMBL4616796	NULL	NULL	NULL	NULL
CHEMBL4617369	NULL	NULL	NULL	NULL
CHEMBL4617370	NULL	NULL	NULL	NULL
CHEMBL4617481	NULL	NULL	NULL	NULL
CHEMBL4617553	NULL	NULL	NULL	NULL
CHEMBL4618618	NULL	NULL	NULL	NULL
